id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
361,BPL-2019,Dhaka,01-10-2010,Rajshahi Kings,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,43,0,Colin Munro,Shere Bangla National Stadium,Sharfuddoula,Mahfuzur Rahman
362,BPL-2019,Dhaka,29-08-2010,Comilla Victorians,Dhaka Dominators,Comilla Victorians,bat,normal,0,Dhaka Dominators,0,1,Imrul Kayes,Shere Bangla National Stadium,Gazi Sohel,Masudur Rahman
363,BPL-2019,Barishal,25-01-2010,Barishal Bulls,Chattogram Challengers,Chattogram Challengers,field,normal,0,Barishal Bulls,74,0,Mehidy Hasan,Barishal Divisional Stadium,Tanvir Ahmed,Mahfuzur Rahman
364,BPL-2019,Chattogram,10-07-2010,Rajshahi Kings,Khulna Tigers,Khulna Tigers,bat,normal,0,Khulna Tigers,3,0,Kamrul Islam Rabbi,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Gazi Sohel
365,BPL-2019,Chattogram,19-12-2010,Rangpur Riders,Sylhet Strikers,Sylhet Strikers,field,normal,0,Rangpur Riders,0,7,Mohammad Nabi,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Gazi Sohel
366,BPL-2019,Barishal,22-04-2010,Khulna Tigers,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Khulna Tigers,78,0,Mehidy Hasan,Barishal Divisional Stadium,Masudur Rahman,Tanvir Ahmed
367,BPL-2019,Chattogram,26-08-2010,Dhaka Dominators,Sylhet Strikers,Dhaka Dominators,bat,normal,0,Dhaka Dominators,0,5,Mohammad Mithun,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Gazi Sohel
368,BPL-2019,Rangpur,27-03-2010,Chattogram Challengers,Dhaka Dominators,Dhaka Dominators,field,normal,0,Chattogram Challengers,0,3,Nasum Ahmed,Rangpur Cricket Garden,Masudur Rahman,Sharfuddoula
369,BPL-2019,Dhaka,25-08-2010,Chattogram Challengers,Barishal Bulls,Barishal Bulls,field,normal,0,Barishal Bulls,69,0,Chris Gayle,Shere Bangla National Stadium,Sharfuddoula,Masudur Rahman
370,BPL-2019,Rangpur,06-03-2010,Chattogram Challengers,Khulna Tigers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,1,Yasir Ali,Rangpur Cricket Garden,Sharfuddoula,Mahfuzur Rahman
371,BPL-2019,Barishal,26-11-2010,Khulna Tigers,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Khulna Tigers,7,0,Anamul Haque,Barishal Divisional Stadium,Masudur Rahman,Mahfuzur Rahman
372,BPL-2019,Rangpur,04-11-2010,Khulna Tigers,Comilla Victorians,Comilla Victorians,bat,normal,0,Comilla Victorians,34,0,Litton Das,Rangpur Cricket Garden,Mahfuzur Rahman,Masudur Rahman
373,BPL-2019,Khulna,26-12-2010,Dhaka Dominators,Rajshahi Kings,Dhaka Dominators,field,normal,0,Dhaka Dominators,91,0,Tamim Iqbal,Sheikh Abu Naser Stadium,Gazi Sohel,Masudur Rahman
374,BPL-2019,Khulna,08-07-2010,Rajshahi Kings,Barishal Bulls,Barishal Bulls,field,normal,0,Barishal Bulls,0,10,Mustafizur Rahman,Sheikh Abu Naser Stadium,Gazi Sohel,Tanvir Ahmed
375,BPL-2019,Khulna,30-01-2010,Khulna Tigers,Rangpur Riders,Rangpur Riders,field,normal,0,Khulna Tigers,0,9,Benny Howell,Sheikh Abu Naser Stadium,Gazi Sohel,Sharfuddoula
376,BPL-2019,Chattogram,31-07-2010,Chattogram Challengers,Rajshahi Kings,Rajshahi Kings,field,normal,0,Chattogram Challengers,56,0,Afif Hossain,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Sharfuddoula
377,BPL-2019,Khulna,28-04-2010,Khulna Tigers,Comilla Victorians,Khulna Tigers,field,normal,0,Khulna Tigers,0,3,Shahid Afridi,Sheikh Abu Naser Stadium,Tanvir Ahmed,Gazi Sohel
378,BPL-2019,Sylhet,11-01-2010,Chattogram Challengers,Rangpur Riders,Rangpur Riders,bat,normal,0,Rangpur Riders,23,0,Jason Roy,Sylhet International Cricket Stadium,Sharfuddoula,Masudur Rahman
379,BPL-2019,Rangpur,28-09-2010,Barishal Bulls,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Barishal Bulls,0,2,Dwayne Bravo,Rangpur Cricket Garden,Sharfuddoula,Tanvir Ahmed
380,BPL-2019,Dhaka,14-01-2010,Barishal Bulls,Rajshahi Kings,Barishal Bulls,field,normal,0,Barishal Bulls,49,0,Lendl Simmons,Shere Bangla National Stadium,Tanvir Ahmed,Gazi Sohel
381,BPL-2019,Rangpur,14-01-2010,Comilla Victorians,Barishal Bulls,Barishal Bulls,field,normal,0,Comilla Victorians,38,0,David Miller,Rangpur Cricket Garden,Sharfuddoula,Masudur Rahman
382,BPL-2019,Rangpur,17-03-2010,Dhaka Dominators,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,64,0,Mahmudullah,Rangpur Cricket Garden,Sharfuddoula,Tanvir Ahmed
383,BPL-2019,Sylhet,06-09-2010,Rangpur Riders,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Rangpur Riders,0,8,Soumya Sarkar,Sylhet International Cricket Stadium,Masudur Rahman,Mahfuzur Rahman
384,BPL-2019,Chattogram,26-10-2010,Dhaka Dominators,Sylhet Strikers,Dhaka Dominators,field,normal,0,Dhaka Dominators,85,0,Mahmudullah,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Tanvir Ahmed
385,BPL-2019,Sylhet,03-04-2010,Rangpur Riders,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Rangpur Riders,0,7,Jason Roy,Sylhet International Cricket Stadium,Sharfuddoula,Masudur Rahman
386,BPL-2019,Chattogram,22-07-2010,Dhaka Dominators,Khulna Tigers,Dhaka Dominators,field,normal,0,Dhaka Dominators,44,0,Mushfiqur Rahim,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Sharfuddoula
387,BPL-2019,Chattogram,05-06-2010,Barishal Bulls,Rajshahi Kings,Rajshahi Kings,field,normal,0,Rajshahi Kings,51,0,Mustafizur Rahman,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Tanvir Ahmed
388,BPL-2019,Sylhet,07-03-2010,Rangpur Riders,Rajshahi Kings,Rangpur Riders,bat,normal,0,Rajshahi Kings,0,2,Benny Howell,Sylhet International Cricket Stadium,Sharfuddoula,Masudur Rahman
389,BPL-2019,Sylhet,11-11-2010,Rangpur Riders,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Rangpur Riders,96,0,Nasum Ahmed,Sylhet International Cricket Stadium,Masudur Rahman,Sharfuddoula
390,BPL-2019,Chattogram,04-09-2010,Rajshahi Kings,Rangpur Riders,Rangpur Riders,field,normal,0,Rajshahi Kings,41,0,Shoaib Malik,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Sharfuddoula
391,BPL-2019,Barishal,26-04-2010,Dhaka Dominators,Comilla Victorians,Dhaka Dominators,field,normal,0,Dhaka Dominators,6,0,Litton Das,Barishal Divisional Stadium,Sharfuddoula,Tanvir Ahmed
392,BPL-2019,Chattogram,15-11-2010,Chattogram Challengers,Khulna Tigers,Khulna Tigers,bat,normal,0,Chattogram Challengers,12,0,Afif Hossain,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Masudur Rahman
393,BPL-2019,Dhaka,17-04-2010,Comilla Victorians,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Comilla Victorians,50,0,Nasum Ahmed,Shere Bangla National Stadium,Gazi Sohel,Tanvir Ahmed
394,BPL-2019,Sylhet,05-09-2010,Barishal Bulls,Khulna Tigers,Khulna Tigers,field,normal,0,Barishal Bulls,0,7,Andre Russell,Sylhet International Cricket Stadium,Mahfuzur Rahman,Gazi Sohel
395,BPL-2019,Chattogram,26-01-2010,Khulna Tigers,Comilla Victorians,Comilla Victorians,bat,normal,0,Khulna Tigers,100,0,Andre Russell,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Gazi Sohel
396,BPL-2019,Chattogram,18-06-2010,Khulna Tigers,Chattogram Challengers,Chattogram Challengers,field,normal,0,Khulna Tigers,65,0,Chris Gayle,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Sharfuddoula
397,BPL-2019,Rangpur,16-10-2010,Rangpur Riders,Comilla Victorians,Rangpur Riders,bat,normal,0,Comilla Victorians,5,0,Sunil Narine,Rangpur Cricket Garden,Mahfuzur Rahman,Sharfuddoula
398,BPL-2019,Khulna,17-08-2010,Barishal Bulls,Rangpur Riders,Rangpur Riders,field,normal,0,Barishal Bulls,50,0,Jason Roy,Sheikh Abu Naser Stadium,Gazi Sohel,Sharfuddoula
399,BPL-2019,Barishal,30-04-2010,Rangpur Riders,Comilla Victorians,Rangpur Riders,bat,normal,0,Comilla Victorians,0,2,Mohammad Nabi,Barishal Divisional Stadium,Mahfuzur Rahman,Tanvir Ahmed
400,BPL-2019,Sylhet,30-06-2010,Sylhet Strikers,Rajshahi Kings,Sylhet Strikers,bat,normal,0,Rajshahi Kings,0,10,Mujeeb Ur Rahman,Sylhet International Cricket Stadium,Sharfuddoula,Gazi Sohel
401,BPL-2020,Sylhet,30-03-2010,Sylhet Strikers,Barishal Bulls,Barishal Bulls,field,normal,0,Sylhet Strikers,0,5,Shamsur Rahman,Sylhet International Cricket Stadium,Gazi Sohel,Mahfuzur Rahman
402,BPL-2020,Barishal,03-08-2010,Rangpur Riders,Comilla Victorians,Comilla Victorians,bat,normal,0,Rangpur Riders,89,0,Shoaib Malik,Barishal Divisional Stadium,Mahfuzur Rahman,Sharfuddoula
403,BPL-2020,Sylhet,13-01-2010,Chattogram Challengers,Rajshahi Kings,Chattogram Challengers,field,normal,0,Rajshahi Kings,0,2,Lendl Simmons,Sylhet International Cricket Stadium,Masudur Rahman,Tanvir Ahmed
404,BPL-2020,Khulna,05-12-2010,Chattogram Challengers,Khulna Tigers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,6,Yasir Ali,Sheikh Abu Naser Stadium,Tanvir Ahmed,Gazi Sohel
405,BPL-2020,Sylhet,14-08-2010,Sylhet Strikers,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,50,0,Faf du Plessis,Sylhet International Cricket Stadium,Sharfuddoula,Mahfuzur Rahman
406,BPL-2020,Dhaka,22-06-2010,Barishal Bulls,Rajshahi Kings,Barishal Bulls,field,normal,0,Rajshahi Kings,0,8,Soumya Sarkar,Shere Bangla National Stadium,Gazi Sohel,Tanvir Ahmed
407,BPL-2020,Dhaka,22-03-2010,Chattogram Challengers,Rangpur Riders,Chattogram Challengers,bat,normal,0,Chattogram Challengers,29,0,Mohammad Nabi,Shere Bangla National Stadium,Tanvir Ahmed,Sharfuddoula
408,BPL-2020,Sylhet,25-03-2010,Chattogram Challengers,Comilla Victorians,Comilla Victorians,bat,normal,0,Comilla Victorians,64,0,Faf du Plessis,Sylhet International Cricket Stadium,Mahfuzur Rahman,Gazi Sohel
409,BPL-2020,Rangpur,19-04-2010,Comilla Victorians,Barishal Bulls,Comilla Victorians,field,normal,0,Barishal Bulls,96,0,Faf du Plessis,Rangpur Cricket Garden,Tanvir Ahmed,Mahfuzur Rahman
410,BPL-2020,Chattogram,03-10-2010,Rajshahi Kings,Sylhet Strikers,Rajshahi Kings,field,normal,0,Sylhet Strikers,0,10,Mohammad Mithun,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Mahfuzur Rahman
411,BPL-2020,Rangpur,28-11-2010,Sylhet Strikers,Dhaka Dominators,Dhaka Dominators,field,normal,0,Dhaka Dominators,18,0,Mahmudullah,Rangpur Cricket Garden,Sharfuddoula,Tanvir Ahmed
412,BPL-2020,Rangpur,06-06-2010,Rajshahi Kings,Barishal Bulls,Barishal Bulls,bat,normal,0,Barishal Bulls,0,3,Soumya Sarkar,Rangpur Cricket Garden,Sharfuddoula,Masudur Rahman
413,BPL-2020,Chattogram,02-01-2010,Rajshahi Kings,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Sylhet Strikers,61,0,Kamrul Islam Rabbi,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Sharfuddoula
414,BPL-2020,Chattogram,24-06-2010,Dhaka Dominators,Comilla Victorians,Comilla Victorians,bat,normal,0,Dhaka Dominators,0,1,Imrul Kayes,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Gazi Sohel
415,BPL-2020,Chattogram,04-11-2010,Sylhet Strikers,Comilla Victorians,Comilla Victorians,bat,normal,0,Sylhet Strikers,0,7,Najmul Hossain Shanto,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Mahfuzur Rahman
416,BPL-2020,Sylhet,01-06-2010,Comilla Victorians,Chattogram Challengers,Chattogram Challengers,field,normal,0,Comilla Victorians,0,2,Litton Das,Sylhet International Cricket Stadium,Masudur Rahman,Mahfuzur Rahman
417,BPL-2020,Chattogram,28-12-2010,Barishal Bulls,Rangpur Riders,Rangpur Riders,field,normal,0,Barishal Bulls,66,0,David Miller,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Sharfuddoula
418,BPL-2020,Sylhet,22-06-2010,Barishal Bulls,Sylhet Strikers,Barishal Bulls,bat,normal,0,Barishal Bulls,15,0,Najmul Hossain Shanto,Sylhet International Cricket Stadium,Mahfuzur Rahman,Sharfuddoula
419,BPL-2020,Sylhet,03-04-2010,Rangpur Riders,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,0,10,Colin Munro,Sylhet International Cricket Stadium,Masudur Rahman,Sharfuddoula
420,BPL-2020,Chattogram,12-05-2010,Comilla Victorians,Sylhet Strikers,Comilla Victorians,field,normal,0,Sylhet Strikers,0,8,Litton Das,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Tanvir Ahmed
421,BPL-2020,Sylhet,31-05-2010,Rajshahi Kings,Sylhet Strikers,Rajshahi Kings,bat,normal,0,Rajshahi Kings,0,1,Colin Munro,Sylhet International Cricket Stadium,Mahfuzur Rahman,Sharfuddoula
422,BPL-2020,Dhaka,29-08-2010,Khulna Tigers,Dhaka Dominators,Khulna Tigers,bat,normal,0,Khulna Tigers,0,6,Anamul Haque,Shere Bangla National Stadium,Mahfuzur Rahman,Tanvir Ahmed
423,BPL-2020,Dhaka,11-06-2010,Rajshahi Kings,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Rajshahi Kings,0,9,Shakib Al Hasan,Shere Bangla National Stadium,Mahfuzur Rahman,Sharfuddoula
424,BPL-2020,Dhaka,13-04-2010,Comilla Victorians,Khulna Tigers,Comilla Victorians,field,normal,0,Comilla Victorians,70,0,Litton Das,Shere Bangla National Stadium,Mahfuzur Rahman,Sharfuddoula
425,BPL-2020,Rangpur,18-01-2010,Rajshahi Kings,Dhaka Dominators,Dhaka Dominators,field,normal,0,Rajshahi Kings,0,10,Mahmudullah,Rangpur Cricket Garden,Masudur Rahman,Gazi Sohel
426,BPL-2020,Chattogram,11-05-2010,Dhaka Dominators,Barishal Bulls,Barishal Bulls,bat,normal,0,Dhaka Dominators,0,4,Shakib Al Hasan,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Masudur Rahman
427,BPL-2020,Dhaka,21-06-2010,Khulna Tigers,Rangpur Riders,Rangpur Riders,bat,normal,0,Rangpur Riders,0,5,Shahid Afridi,Shere Bangla National Stadium,Mahfuzur Rahman,Tanvir Ahmed
428,BPL-2020,Sylhet,26-01-2010,Rajshahi Kings,Khulna Tigers,Rajshahi Kings,bat,normal,0,Khulna Tigers,82,0,Mujeeb Ur Rahman,Sylhet International Cricket Stadium,Masudur Rahman,Tanvir Ahmed
429,BPL-2020,Dhaka,07-02-2010,Comilla Victorians,Khulna Tigers,Comilla Victorians,field,normal,0,Comilla Victorians,98,0,Anamul Haque,Shere Bangla National Stadium,Sharfuddoula,Tanvir Ahmed
430,BPL-2020,Dhaka,11-04-2010,Rangpur Riders,Comilla Victorians,Comilla Victorians,bat,normal,0,Comilla Victorians,22,0,Imrul Kayes,Shere Bangla National Stadium,Masudur Rahman,Sharfuddoula
431,BPL-2020,Chattogram,02-11-2010,Comilla Victorians,Rangpur Riders,Rangpur Riders,bat,normal,0,Comilla Victorians,0,2,Jason Roy,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Sharfuddoula
432,BPL-2020,Rangpur,14-11-2010,Rajshahi Kings,Rangpur Riders,Rajshahi Kings,field,normal,0,Rajshahi Kings,77,0,Lendl Simmons,Rangpur Cricket Garden,Gazi Sohel,Masudur Rahman
433,BPL-2020,Barishal,03-06-2010,Comilla Victorians,Sylhet Strikers,Sylhet Strikers,field,normal,0,Comilla Victorians,0,8,Faf du Plessis,Barishal Divisional Stadium,Masudur Rahman,Sharfuddoula
434,BPL-2020,Barishal,04-02-2010,Rajshahi Kings,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,3,Soumya Sarkar,Barishal Divisional Stadium,Mahfuzur Rahman,Tanvir Ahmed
435,BPL-2020,Rangpur,20-10-2010,Comilla Victorians,Chattogram Challengers,Chattogram Challengers,field,normal,0,Comilla Victorians,0,7,Sunil Narine,Rangpur Cricket Garden,Sharfuddoula,Masudur Rahman
436,BPL-2020,Rangpur,09-03-2010,Chattogram Challengers,Sylhet Strikers,Chattogram Challengers,field,normal,0,Sylhet Strikers,0,10,Afif Hossain,Rangpur Cricket Garden,Sharfuddoula,Gazi Sohel
437,BPL-2020,Chattogram,07-09-2010,Khulna Tigers,Chattogram Challengers,Khulna Tigers,field,normal,0,Khulna Tigers,0,6,Mehidy Hasan,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Masudur Rahman
438,BPL-2020,Chattogram,24-07-2010,Comilla Victorians,Barishal Bulls,Barishal Bulls,field,normal,0,Barishal Bulls,0,10,Sunil Narine,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Masudur Rahman
439,BPL-2020,Khulna,26-06-2010,Dhaka Dominators,Comilla Victorians,Dhaka Dominators,field,normal,0,Comilla Victorians,56,0,Faf du Plessis,Sheikh Abu Naser Stadium,Sharfuddoula,Tanvir Ahmed
440,BPL-2020,Barishal,09-05-2010,Dhaka Dominators,Barishal Bulls,Barishal Bulls,field,normal,0,Dhaka Dominators,18,0,Shamsur Rahman,Barishal Divisional Stadium,Gazi Sohel,Masudur Rahman
441,BPL-2021,Sylhet,21-06-2010,Comilla Victorians,Khulna Tigers,Khulna Tigers,field,normal,0,Khulna Tigers,0,6,Sunil Narine,Sylhet International Cricket Stadium,Gazi Sohel,Sharfuddoula
442,BPL-2021,Dhaka,26-03-2010,Khulna Tigers,Dhaka Dominators,Dhaka Dominators,field,normal,0,Khulna Tigers,86,0,Anamul Haque,Shere Bangla National Stadium,Sharfuddoula,Mahfuzur Rahman
443,BPL-2021,Sylhet,23-09-2010,Comilla Victorians,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Sylhet Strikers,45,0,Mohammad Mithun,Sylhet International Cricket Stadium,Tanvir Ahmed,Sharfuddoula
444,BPL-2021,Dhaka,09-12-2010,Rajshahi Kings,Dhaka Dominators,Rajshahi Kings,field,normal,0,Dhaka Dominators,32,0,Kamrul Islam Rabbi,Shere Bangla National Stadium,Gazi Sohel,Masudur Rahman
445,BPL-2021,Khulna,25-09-2010,Rangpur Riders,Barishal Bulls,Barishal Bulls,bat,normal,0,Rangpur Riders,61,0,Shoaib Malik,Sheikh Abu Naser Stadium,Masudur Rahman,Gazi Sohel
446,BPL-2021,Rangpur,28-04-2010,Khulna Tigers,Barishal Bulls,Khulna Tigers,field,normal,0,Barishal Bulls,17,0,Andre Russell,Rangpur Cricket Garden,Masudur Rahman,Tanvir Ahmed
447,BPL-2021,Khulna,23-02-2010,Dhaka Dominators,Barishal Bulls,Barishal Bulls,field,normal,0,Dhaka Dominators,0,4,David Miller,Sheikh Abu Naser Stadium,Tanvir Ahmed,Masudur Rahman
448,BPL-2021,Barishal,14-09-2010,Dhaka Dominators,Rajshahi Kings,Rajshahi Kings,field,normal,0,Dhaka Dominators,0,8,Mushfiqur Rahim,Barishal Divisional Stadium,Mahfuzur Rahman,Tanvir Ahmed
449,BPL-2021,Barishal,20-05-2010,Chattogram Challengers,Sylhet Strikers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,9,Nasum Ahmed,Barishal Divisional Stadium,Mahfuzur Rahman,Tanvir Ahmed
450,BPL-2021,Chattogram,02-12-2010,Sylhet Strikers,Barishal Bulls,Barishal Bulls,field,normal,0,Sylhet Strikers,0,3,Shamsur Rahman,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Masudur Rahman
451,BPL-2021,Sylhet,20-05-2010,Chattogram Challengers,Dhaka Dominators,Chattogram Challengers,bat,normal,0,Chattogram Challengers,1,0,Mushfiqur Rahim,Sylhet International Cricket Stadium,Tanvir Ahmed,Masudur Rahman
452,BPL-2021,Sylhet,17-08-2010,Rajshahi Kings,Comilla Victorians,Rajshahi Kings,field,normal,0,Rajshahi Kings,96,0,Litton Das,Sylhet International Cricket Stadium,Sharfuddoula,Gazi Sohel
453,BPL-2021,Khulna,24-09-2010,Comilla Victorians,Chattogram Challengers,Comilla Victorians,field,normal,0,Comilla Victorians,78,0,Afif Hossain,Sheikh Abu Naser Stadium,Sharfuddoula,Mahfuzur Rahman
454,BPL-2021,Sylhet,01-07-2010,Dhaka Dominators,Chattogram Challengers,Dhaka Dominators,field,normal,0,Dhaka Dominators,0,10,Mehidy Hasan,Sylhet International Cricket Stadium,Sharfuddoula,Gazi Sohel
455,BPL-2021,Chattogram,03-10-2010,Rajshahi Kings,Khulna Tigers,Rajshahi Kings,bat,normal,0,Khulna Tigers,0,1,Kamrul Islam Rabbi,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Sharfuddoula
456,BPL-2021,Khulna,09-12-2010,Dhaka Dominators,Chattogram Challengers,Chattogram Challengers,field,normal,0,Chattogram Challengers,0,9,Chris Gayle,Sheikh Abu Naser Stadium,Gazi Sohel,Sharfuddoula
457,BPL-2021,Dhaka,29-12-2010,Comilla Victorians,Khulna Tigers,Khulna Tigers,field,normal,0,Khulna Tigers,0,9,Shahid Afridi,Shere Bangla National Stadium,Mahfuzur Rahman,Gazi Sohel
458,BPL-2021,Dhaka,11-09-2010,Rajshahi Kings,Barishal Bulls,Rajshahi Kings,bat,normal,0,Rajshahi Kings,0,1,Kamrul Islam Rabbi,Shere Bangla National Stadium,Masudur Rahman,Gazi Sohel
459,BPL-2021,Chattogram,06-09-2010,Comilla Victorians,Rangpur Riders,Rangpur Riders,bat,normal,0,Rangpur Riders,0,4,Benny Howell,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Mahfuzur Rahman
460,BPL-2021,Khulna,02-07-2010,Rajshahi Kings,Comilla Victorians,Rajshahi Kings,bat,normal,0,Rajshahi Kings,0,10,Mujeeb Ur Rahman,Sheikh Abu Naser Stadium,Tanvir Ahmed,Masudur Rahman
461,BPL-2021,Dhaka,14-06-2010,Rajshahi Kings,Barishal Bulls,Rajshahi Kings,field,normal,0,Barishal Bulls,70,0,Dwayne Bravo,Shere Bangla National Stadium,Mahfuzur Rahman,Tanvir Ahmed
462,BPL-2021,Rangpur,23-03-2010,Chattogram Challengers,Rangpur Riders,Chattogram Challengers,bat,normal,0,Chattogram Challengers,76,0,Benny Howell,Rangpur Cricket Garden,Sharfuddoula,Mahfuzur Rahman
463,BPL-2021,Rangpur,18-05-2010,Rangpur Riders,Barishal Bulls,Barishal Bulls,bat,normal,0,Barishal Bulls,0,9,Dwayne Bravo,Rangpur Cricket Garden,Gazi Sohel,Sharfuddoula
464,BPL-2021,Barishal,31-08-2010,Khulna Tigers,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Khulna Tigers,0,5,Shahid Afridi,Barishal Divisional Stadium,Gazi Sohel,Mahfuzur Rahman
465,BPL-2021,Rangpur,01-02-2010,Comilla Victorians,Rajshahi Kings,Rajshahi Kings,field,normal,0,Rajshahi Kings,53,0,Sunil Narine,Rangpur Cricket Garden,Masudur Rahman,Sharfuddoula
466,BPL-2021,Chattogram,27-11-2010,Sylhet Strikers,Khulna Tigers,Khulna Tigers,bat,normal,0,Sylhet Strikers,0,4,Andre Russell,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Gazi Sohel
467,BPL-2021,Khulna,29-01-2010,Khulna Tigers,Rangpur Riders,Rangpur Riders,bat,normal,0,Rangpur Riders,7,0,Andre Russell,Sheikh Abu Naser Stadium,Gazi Sohel,Mahfuzur Rahman
468,BPL-2021,Chattogram,30-06-2010,Khulna Tigers,Barishal Bulls,Khulna Tigers,field,normal,0,Barishal Bulls,0,10,Anamul Haque,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Sharfuddoula
469,BPL-2021,Barishal,26-07-2010,Chattogram Challengers,Comilla Victorians,Chattogram Challengers,field,normal,0,Chattogram Challengers,53,0,Sunil Narine,Barishal Divisional Stadium,Tanvir Ahmed,Gazi Sohel
470,BPL-2021,Sylhet,02-09-2010,Dhaka Dominators,Comilla Victorians,Dhaka Dominators,field,normal,0,Comilla Victorians,0,2,Sunil Narine,Sylhet International Cricket Stadium,Masudur Rahman,Sharfuddoula
471,BPL-2021,Rangpur,24-09-2010,Sylhet Strikers,Rangpur Riders,Rangpur Riders,field,normal,0,Rangpur Riders,83,0,Jason Roy,Rangpur Cricket Garden,Masudur Rahman,Gazi Sohel
472,BPL-2021,Chattogram,03-09-2010,Rangpur Riders,Sylhet Strikers,Rangpur Riders,bat,normal,0,Rangpur Riders,0,6,Benny Howell,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Tanvir Ahmed
473,BPL-2021,Chattogram,08-12-2010,Dhaka Dominators,Rangpur Riders,Dhaka Dominators,bat,normal,0,Dhaka Dominators,2,0,Mohammad Nabi,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Sharfuddoula
474,BPL-2021,Khulna,28-01-2010,Barishal Bulls,Chattogram Challengers,Barishal Bulls,bat,normal,0,Barishal Bulls,0,9,Mustafizur Rahman,Sheikh Abu Naser Stadium,Sharfuddoula,Tanvir Ahmed
475,BPL-2021,Khulna,21-03-2010,Comilla Victorians,Rajshahi Kings,Comilla Victorians,field,normal,0,Rajshahi Kings,32,0,Sunil Narine,Sheikh Abu Naser Stadium,Gazi Sohel,Sharfuddoula
476,BPL-2021,Chattogram,02-09-2010,Comilla Victorians,Rangpur Riders,Comilla Victorians,field,normal,0,Comilla Victorians,0,3,Imrul Kayes,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Mahfuzur Rahman
477,BPL-2021,Chattogram,27-11-2010,Khulna Tigers,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Khulna Tigers,63,0,Shahid Afridi,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Sharfuddoula
478,BPL-2021,Chattogram,28-12-2010,Rangpur Riders,Dhaka Dominators,Rangpur Riders,field,normal,0,Dhaka Dominators,0,7,Jason Roy,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Mahfuzur Rahman
479,BPL-2021,Sylhet,30-11-2010,Rangpur Riders,Comilla Victorians,Rangpur Riders,bat,normal,0,Rangpur Riders,0,1,Shoaib Malik,Sylhet International Cricket Stadium,Masudur Rahman,Tanvir Ahmed
480,BPL-2021,Dhaka,11-10-2010,Khulna Tigers,Rajshahi Kings,Khulna Tigers,bat,normal,0,Rajshahi Kings,9,0,Yasir Ali,Shere Bangla National Stadium,Masudur Rahman,Gazi Sohel
